name,email,twitter,facebook,instagram,youtube
Persian Society,persian@sheffield.ac.uk,,https://www.facebook.com/UoSPersianSoc,https://www.instagram.com/persiansoc,
Performing Arts Society,supas@sheffield.ac.uk,https://twitter.com/supasshef,https://www.facebook.com/supassheffield,https://www.instagram.com/supasshef,https://youtube.com/user/SUPASshef
Peer Teaching Society,peerteaching@sheffield.ac.uk,,https://www.facebook.com/peerteaching/,,
Palestine Society,palestine@sheffield.ac.uk,https://twitter.com/UoSPalSoc,https://www.facebook.com/Sheffiledpalsoc,https://www.instagram.com/uospalsoc,
People and Planet Society,pandp@sheffield.ac.uk,https://twitter.com/PandPSheffield,https://www.facebook.com/PandPSheffield,,
Pakistani Society,pak@sheffield.ac.uk,,https://www.facebook.com/PakSocSheff,https://www.instagram.com/paksocsheff,
Orthoplastic Society,orthoplasticsoc@sheffield.ac.uk,,,,
Oncology Society,oncologysoc@sheffield.ac.uk,https://twitter.com/SheffieldOnc,https://www.facebook.com/sheffoncsoc/,https://www.instagram.com/Sheffoncsoc,
Omani Society,omani@sheffield.ac.uk,https://twitter.com/Sheff_omanisoc,,https://www.instagram.com/Sheffield_Omani_Society,
Paediatrics Society,paediatric.society@sheffield.ac.uk,,,,
Orthoptics Society,orthsoc@sheffield.ac.uk,,https://www.facebook.com/groups/1210205322658083,https://www.instagram.com/orthoptics_society_sheffield,
Ophthalmology Society,sheffieldeyesoc@gmail.com,,https://www.facebook.com/sheffieldopthalmologysociety/,,
Open Mic Society,openspace@sheffield.ac.uk,https://twitter.com/OpenSpaceSU,https://www.facebook.com/openspacesu/,,
Obstetrics and Gynaecology Society,obstetricmedsoc@sheffield.ac.uk,https://twitter.com/https://twitter.com/SheffieldObG,https://www.facebook.com/www.facebook.com/sheffieldObGsoc/,https://www.instagram.com/https://www.instagram.com/sheffieldobgsociety/,
Nursing and Health Society,nhsoc@sheffield.ac.uk,,https://www.facebook.com/NHSocSheffield,https://www.instagram.com/sheffieldnursingandhealth,
North Wing Society,northwing@sheffield.ac.uk,https://twitter.com/Northwingmag,https://www.facebook.com/northwingmagazine,https://www.instagram.com/north_wing_magazine,
Nutritank Society,nutritank@sheffield.ac.uk,,https://www.facebook.com/sheffieldnutritionsociety/,https://www.instagram.com/sheffieldnutritanksociety,
North American Society,northamericansoc@sheffield.ac.uk,,https://www.facebook.com/North-American-Society-UoS-105146674667043,https://www.instagram.com/north.american.soc_uos,https://youtube.com/user/channel/UC_bFgmd8wC15nD_4uwIqv4A
Neuroscience Society,Shefneurosoc@gmail.com,,https://www.facebook.com/ShefNeuroSoc/,,
Nigerian Society,nigeriansociety@sheffield.ac.uk,https://twitter.com/sheffield_nisoc,https://www.facebook.com/uosnigeriansociety1,https://www.instagram.com/nigeriansociety_uos,
Not Only Dungeons and Dragons Society,noddsoc@sheffield.ac.uk,,https://www.facebook.com/NoDDSoc,,
Nepalese Society,nepalsociety@sheffield.ac.uk,,https://www.facebook.com/UoSNepSoc,https://www.instagram.com/sheffield_nepsoc,
Nederlandse Vereniging Society,nederlands@sheffield.ac.uk,,https://www.facebook.com/nederlandseverenigingsheffield/,https://www.instagram.com/nvsheffield,
Neo-Pagan Society,neopagan@sheffield.ac.uk,,https://www.facebook.com/SUNeoPagSoc,,
Nature and Wildlife Society,wildsoc@sheffield.ac.uk,,https://www.facebook.com/wildlifesociety/,https://www.instagram.com/wildsocuos,
Music Department Society,musicdepsoc@sheffield.ac.uk,,https://www.facebook.com/groups/uosmusicsociety,https://www.instagram.com/uosmusicsociety,
National Hindu Student Forum Sheffield Society,hindu.students@sheffield.ac.uk,https://twitter.com/NHSFSheffield,https://www.facebook.com/nhsfsheffield,https://www.instagram.com/nhsfsheffield,
Music Culture Society,musicculturesoc@sheffield.ac.uk,,https://www.facebook.com/MCSsheffielduni,https://www.instagram.com/mcs_uos,
Music Players' Society,music.soc@sheffield.ac.uk,,https://www.facebook.com/musicplayerssoc/,https://www.instagram.com/musicplayerssoc/,
Morris Society,morris@sheffield.ac.uk,https://twitter.com/shefunimorris,https://www.facebook.com/shefunimorris,https://www.instagram.com/shefunimorris,
Molecular Biology and Biotechnology Society,mbbsoc@sheffield.ac.uk,,https://www.facebook.com/MBBSociety,https://www.instagram.com/mbbsoc,
Mental Health Matters Society,mentalhealthmatters@sheffield.ac.uk,https://twitter.com/ShefUniMHM,https://www.facebook.com/ShefUniMHM,https://www.instagram.com/sheffieldmhm,
Meditation Society,meditationsoc@sheffield.ac.uk,,https://www.facebook.com/groups/432584074234409/,https://www.instagram.com/sheffmeditation,
Medics' Running Club,medicsrunning@sheffield.ac.uk,,https://www.facebook.com/sheffieldmedicsrunningclub/,https://www.instagram.com/sheffieldmedicsrunningclub/,
Medieval Re-enactment Society,medieval@sheffield.ac.uk,https://twitter.com/UoSMedieval,https://www.facebook.com/uosmedievalsociety/,https://www.instagram.com/uosmedieval,
MedTech Society,medtechsoc@sheffield.ac.uk,https://twitter.com/hackmeduk,https://www.facebook.com/medtechsheffield,https://www.instagram.com/medtechsheffield,
Medics' Women's Football Club,medicswomensfootball@sheffield.ac.uk,https://twitter.com/shefmedwfc,https://www.facebook.com//groups/553134048088566/,https://www.instagram.com/sheffieldmedicswomensfc,
Medics' Squash Club,medicssquash@gmail.com,,https://www.facebook.com/groups/sheffieldmedicssquash/,,
Medics' Revue Society,Medicsrevue@gmail.com,https://twitter.com/ShefMedicsRevue,https://www.facebook.com/SheffieldMedicsRevue,,
Medics' Rugby Club,medicsrugby@sheffield.ac.uk,https://twitter.com/SMRUFC,https://www.facebook.com/pages/SheffieldMedicsRUFC/272986699392451,https://www.instagram.com/smrufc,
Medics' Netball Club,medics-netball@sheffield.ac.uk,,https://www.facebook.com/Facebook.com/sheffieldmedicsnetball,https://www.instagram.com/shef.med.netball,
Medics' LGBT+ and Allies Society,activities@sheffield.ac.uk,,,,
Medics' Cricket Club,sheffieldmedicscricket@gmail.co.uk,,https://www.facebook.com/Sheffield Medical School Cricket Club ,https://www.instagram.com/sheffieldmedicscc,
Medics' Orchestra Society,medicsorchestra@sheffield.ac.uk,,https://www.facebook.com/MedicsOrchestra,https://www.instagram.com/medicsorchestra,
Medics' Men's Football Club,medicsfootball@sheffield.ac.uk,,,,
Medics' Hockey Club,medicshockey@sheffield.ac.uk,,https://www.facebook.com/groups/332419698034209,https://www.instagram.com/sheffield_medics_hockey,
Medics' Choir Society,medicschoir@sheffield.ac.uk,,https://www.facebook.com/https://www.facebook.com/sheffmedchoir/,https://www.instagram.com/sumedchoir,
Medics' Basketball Club,medicsbasketball@sheffield.ac.uk,,https://www.facebook.com/sheffieldmedicsbasketball,https://www.instagram.com/sheffield_medics_basketball,
Medics' Badminton Society,medicsbadminton@sheffield.ac.uk,,https://www.facebook.com/groups/264935853538508/,https://www.instagram.com/medbadsheff,
Medical Society,medsoc@sheffield.ac.uk,https://twitter.com/SheffieldMedSoc,https://www.facebook.com/SheffieldMedSoc/,https://www.instagram.com/SheffieldMedSoc,
MBB Postgraduate,mbbphdsoc@sheffield.ac.uk,,https://www.facebook.com/MbbPhDSociety,,
MedAid Society,medaid@sheffield.ac.uk,,https://www.facebook.com/https://www.facebook.com/MedAIDsheffield/,,
MBA Society,TBC,,,,
Mechanical Engineering Society,mechsoc@sheffield.ac.uk,,https://www.facebook.com/mechsoc/,,
MDH PGR Students' Society,mdhpgrforum@sheffield.ac.uk,https://twitter.com/MDH_PGR_Society,https://www.facebook.com/MDHPGRStudentSociety,,
Medical Ethics and Humanitarian Society,methics@sheffield.ac.uk,https://twitter.com/shefmethics,https://www.facebook.com/ShefMethics/,,
Maths Society,maths.soc@sheffield.ac.uk,https://twitter.com/SheffSUMS,https://www.facebook.com/SheffSUMS,https://www.instagram.com/sums_sheffield,
Marxist Society,marxistsociety@sheffield.ac.uk,https://twitter.com/SheffMarxSoc,https://www.facebook.com/sheffmarxsoc,https://www.instagram.com/sheffmarxsoc,
Malaysian and Singaporean Society,massoc@sheffield.ac.uk,https://twitter.com/Massoc_UoS,https://www.facebook.com/groups/uoshefmassoc/,https://www.instagram.com/massocsheffield,
Materials Science and Engineering Society,mat.soc@sheffield.ac.uk,https://twitter.com/MatSocTUOS,https://www.facebook.com/MatSocTUOS,https://www.instagram.com/matsoc.uos,
Macau Society,macausoc@sheffield.ac.uk,,https://www.facebook.com/UosMacSoc,https://www.instagram.com/uosmacausoc,
Malayalee Society,malayaleesoc@sheffield.ac.uk,,https://www.facebook.com/Sheffmallusoc,https://www.instagram.com/sheffieldmalayaleesoc,
Management Society,mgtsoc@sheffield.ac.uk,,https://www.facebook.com/shefunimansoc/,https://www.instagram.com/mansocsheffield,
Luxembourg Society,shef.luxsoc@gmail.com,,https://www.facebook.com/lux.sheff/,,
Liberty Belle Magazine Society,libertybelle@sheffield.ac.uk,https://twitter.com/LibertyBelleMag,https://www.facebook.com/LibertyBelleMag,https://www.instagram.com/libertybellemag,
Liberal Democrats Society,libdems@sheffield.ac.uk,https://twitter.com/uosliberals,https://www.facebook.com/uosliberals,https://www.instagram.com/uosliberals,
Le Cercle Français Society,cercle.francais@sheffield.ac.uk,,https://www.facebook.com/lecerclefrancaissheffield/,https://www.instagram.com/su_cerclefrancais,
Lishi Tai Chi Society,taichi@sheffield.ac.uk,https://twitter.com/uoslishi,https://www.facebook.com/UoSLishiTaiChi,,"https://youtube.com/user/Sheffield Tai Chi, Yoga Meditation & Self-Defence"
Lawyers without Borders Society,lawyerswithoutborders@sheffield.ac.uk,,,,
Law4NonLaw Society,law4nonlaw@sheffield.ac.uk,,https://www.facebook.com/groups/299171083431486,https://www.instagram.com/law4nonlaw,
Legal Hackers Society,activities@sheffield.ac.uk,,https://www.facebook.com/UoSLegalHackers,,
Mahjong Society,mahjong@sheffield.ac.uk,,https://www.facebook.com/mahjong.sheffield,,
K-Pop Dance Society,kpopsoc@sheffield.ac.uk,https://twitter.com/KPDSociety,https://www.facebook.com/UoSKPDSoc,https://www.instagram.com/kpdsociety,https://youtube.com/user/channel/UC24TSHFIZFLfJviDmN6Vd8g
Latin and Ballroom Dancing Society,dancing.soc@sheffield.ac.uk,,https://www.facebook.com/SheffieldLatinAndBallroomSociety,https://www.instagram.com/sheflabs,
Latin American Society,latamsoc@sheffield.ac.uk,https://twitter.com/LatAmSocSheff,https://www.facebook.com//latamsocsheffield,https://www.instagram.com/latamsocsheffield,
Journalism Society,journosoc@sheffield.ac.uk,https://twitter.com/SheffJournoSoc,https://www.facebook.com/UoSJournoSoc,https://www.instagram.com/journosoc_uos,
Landmark Society,landmark@sheffield.ac.uk,,https://www.facebook.com/LandmarkLandscapeArchitectureStudentsUniversityofSheffield/248421485202555,https://www.instagram.com/__landmark__,
Labour Students Society,labour@sheffield.ac.uk,https://twitter.com/ShefLabStudents,https://www.facebook.com/SheffieldLabourStudents,https://www.instagram.com/sheflabstudents,
Korea Society,koreasoc@sheffield.ac.uk,https://twitter.com/uosksoc,https://www.facebook.com/uosksoc,https://www.instagram.com/uosksoc,https://youtube.com/user/792Cwx-huN4
Just Love Society,Justlove@sheffield.ac.uk,,https://www.facebook.com/justlovesheffield,https://www.instagram.com/justlovesheffield,
Jewish Society,Jewish.society@sheffield.ac.uk,,https://www.facebook.com/groups/2215169369/,https://www.instagram.com/sheffjsoc,
Japan Society,japansoc@sheffield.ac.uk,,https://www.facebook.com/groups/4774404035,,
Investment Society,Usis@sheffield.ac.uk,,https://www.facebook.com/facebook.com/uosinvestment,https://www.instagram.com/usis.sheff,
Irish Dancing Society,irishdance@sheffield.ac.uk,https://twitter.com/sheffirishdance,https://www.facebook.com/UniversityofSheffieldIrishDanceSociety/183490035185180,https://www.instagram.com/sheffirishdance,
Italian Society,italiansoc@sheffield.ac.uk,,https://www.facebook.com/pages/UniversityofSheffieldItalianSociety/519290468109442,https://www.instagram.com/italiansocietysheffield,
Islamic Circle Society,islam.circle@sheffield.ac.uk,https://twitter.com/usicsheffield,https://www.facebook.com/University.of.Sheffield.Islamic.Circle,https://www.instagram.com/usicsheffield,https://youtube.com/user/islamcircle
Infectious Diseases and Tropical Medicine Society,sidsoc@sheffield.ac.uk,https://twitter.com/SIDsociety,https://www.facebook.com/SIDsocSheff,,
Indian Society,indian.soc@sheffield.ac.uk,https://twitter.com/uosindiansoc,https://www.facebook.com/uosindiansoc,https://www.instagram.com/uosindiansoc,
Indonesian Society,indosoc@sheffield.ac.uk,,https://www.facebook.com/indosoc,https://www.instagram.com/indosocsheffield,https://youtube.com/user/UCDlp6fL5yiEga2kZnbqgwtw/
IICD  Students' Society,iicdsoc@sheffield.ac.uk,,https://www.facebook.com/groups/485039335296657,,
Ice Skating Society,iceskating@sheffield.ac.uk,,https://www.facebook.com/IceSkateSoc,,
Human Communication Sciences Society,humancomm@sheffield.ac.uk,https://twitter.com/hcs_sheffield,https://www.facebook.com/facebook.com/UosHCSsoc/,https://www.instagram.com/hcssocietysheffield,
Hungarian Society,hungariansociety@sheffield.ac.uk,,https://www.facebook.com/hunsocsheffield,,
Hong Kong Public Affairs and Social Services Socie,hkpass@sheffield.ac.uk,,https://www.facebook.com/sheffieldhkpass,https://www.instagram.com/sheffieldhkpass,
Horror Society,horrorsoc@sheffield.ac.uk,https://twitter.com/HorrorSoc,https://www.facebook.com/horrorsoc/,https://www.instagram.com/horrorsoc,https://youtube.com/user/https://www.youtube.com/channel/UC23I8ajpUl3dF7zVzBAveZQ/
Hong Kong Society,hksoc@sheffield.ac.uk,,https://www.facebook.com/sheffieldhksoc/,https://www.instagram.com/sheffield_hksoc,
History Society,history-society@sheffield.ac.uk,https://twitter.com/shefhstsoc,https://www.facebook.com/hstsoc,https://www.instagram.com/shefhstsoc,
History Society Rugby Club,historyrugby@sheffield.ac.uk,,https://www.facebook.com/groups/UniversityOfSheffieldHistoryRugby/,,
Hispanic Society,hispanic@sheffield.ac.uk,https://twitter.com/hispanicsheff,https://www.facebook.com/hispanicsheff/,https://www.instagram.com/hispanicsheff,
Healthy Planet Society,healthyplanet@sheffield.ac.uk,https://twitter.com/healthyplanetsh,https://www.facebook.com/HealthyPlanetSheffield,https://www.instagram.com/healthyplanetsheffield,
Hellenic and Cypriot Society,hellenic.cypriot.soc@sheffield.ac.uk,,https://www.facebook.com/HnCSheffield/,,
HackSheffield,hacksheffield@sheffield.ac.uk,https://twitter.com/HackSheffield,https://www.facebook.com/HackSheffield,https://www.instagram.com/hacksheffield,
Guild of Change Ringers Society,SUGCR@sheffield.ac.uk,https://twitter.com/SUGCR_Sheffield,https://www.facebook.com/groups/2210561112/,,
Gluten Free Society,glutenfree@sheffield.ac.uk,,https://www.facebook.com/groups/400842003953017,,
Green and Bop Society,greenandbop@sheffield.ac.uk,,https://www.facebook.com/Greenandbop/,https://www.instagram.com/greenandbop,
Graphic Design and 3D Modelling Society,graphcad@shef.ac.uk,https://twitter.com/SheffGraphCAD,https://www.facebook.com/GraphCADinSheffield,https://www.instagram.com/graphcad,
Gospel Choir Society,gospelchoir@sheffield.ac.uk,https://twitter.com/uosgospelchoir,https://www.facebook.com/uosgospelchoir,https://www.instagram.com/uosgospelchoir,https://youtube.com/user/uosgospelchoir
Geography Society,geogsoc@sheffield.ac.uk,https://twitter.com/sheffgeogsoc,https://www.facebook.com/TheUniversityofSheffieldGeographySociety,https://www.instagram.com/sheffunigeogsoc,
Geriatrics and Palliative Care Society,gaps@sheffield.ac.uk,,https://www.facebook.com/SheffieldUniversityPaediatricsSociety,,
Ghana Society,ghanasociety@sheffield.ac.uk,,https://www.facebook.com/https://www.facebook.com/UoSGhanaSociety,,
General Practice Society,gpsoc@sheffield.ac.uk,https://twitter.com/GPsocSheffield,https://www.facebook.com/SheffieldGPsociety,https://www.instagram.com/gpsoc_sheffield,
GEM Society,gemsoc@sheffield.ac.uk,,https://www.facebook.com/GEMSocOfficial,https://www.instagram.com/official_gemsoc,
Friends of Medecins Sans Frontieres Society,friendsofmsf@sheffield.ac.uk,,https://www.facebook.com/facebook.com/groups/328501713868683,https://www.instagram.com/fomsf_sheff,
Game Development Society,,,https://www.facebook.com/shefgame.devs,,
Free Speech Society,activities@sheffield.ac.uk,https://twitter.com/Freespeechsheff,https://www.facebook.com/SheffUniFreeSpeech/,,
Friends of Irise Society,Foisoc@sheffield.ac.uk,,https://www.facebook.com/FriendsOfIriseSheffield,,
Flying Teapots Society,jcdoyle1@sheffield.ac.uk,,https://www.facebook.com/groups/109695039074680/,,
Flute Choir Society,flutechoir@sheffield.ac.uk,https://twitter.com/tuosflutechoir,https://www.facebook.com/tuosflutechoir,https://www.instagram.com/tuosflutechoir,
First Aid Society,shef.links@sheffield.ac.uk,https://twitter.com/shefffasoc,https://www.facebook.com/SheffieldFirstAidSociety,https://www.instagram.com/sheff.fa.soc,
Film Making Society,fms@sheffield.ac.uk,https://twitter.com/ShefFilmSoc,https://www.facebook.com/SheffieldFilmSoc,https://www.instagram.com/SheffieldFilmSoc,https://youtube.com/user/SheffieldFilmSoc
Filipino Society,filipino.society@sheffield.ac.uk,https://twitter.com/UoSFilipinoSoc,https://www.facebook.com/groups/uosfilsoc/,https://www.instagram.com/uosfilsoc,
Extinction Rebellion Society,extinctionrebellion@sheffield.ac.uk,,https://www.facebook.com/XRSheffieldUni,https://www.instagram.com/xrsheffuni,
European Law Students' Association Society,elsa@sheffield.ac.uk,,https://www.facebook.com/ELSASheffield,,
Feminist Society,feministsoc@sheffield.ac.uk,,https://www.facebook.com/ShefUniFemSoc/,https://www.instagram.com/sheffunifemsoc,
Ethical Student Hackers Society,ethicalhackers@sheffield.ac.uk,https://twitter.com/_shefesh,https://www.facebook.com/shefesh,,
Environmental Science Society,envirosoc@sheffield.ac.uk,,https://www.facebook.com/uosenvirosoc,https://www.instagram.com/uosenvirosoc,
English Society,english.society@sheffield.ac.uk,,https://www.facebook.com/SUEngSoc,https://www.instagram.com/sheffield_engsoc,
Engineers Without Borders Society,ewb@sheffield.ac.uk,https://twitter.com/ewbsheffield,https://www.facebook.com/ewbsheffield/,,
Electronic and Electrical Engineering Society,eeesoc@sheffield.ac.uk,https://twitter.com/uoseeesoc,https://www.facebook.com/UOSEEESOC,https://www.instagram.com/uoseeesoc,
Effective Altruism Sheffield Society,eas@sheffield.ac.uk,https://twitter.com//EASheffield,https://www.facebook.com//EffectiveAltruismSheffield,,
Egyptian Society,egyptiansoc@sheffield.ac.uk,,https://www.facebook.com/EgySocSheff,https://www.instagram.com/egysocsheff,
Education Society,educationsociety@sheffield.ac.uk,,https://www.facebook.com/ed.soc.7,https://www.instagram.com/edsocsheffield,
Edward Bramley Law Society,lawsociety@sheffield.ac.uk,https://twitter.com/edbram_law,https://www.facebook.com/groups/edbram,https://www.instagram.com/edbramlawsoc,https://youtube.com/user/edwardbramley
Economics Society,econsoc@sheffield.ac.uk,https://twitter.com/SheffUniEconSoc,https://www.facebook.com/sheffieldeconsoc,https://www.instagram.com/sheffieldeconsoc,
East African Society,activities@sheffield.ac.uk,,,https://www.instagram.com/easocsheff,
East Asian Studies Society,eassoc@sheffield.ac.uk,https://twitter.com/eassoc,https://www.facebook.com/eassoc,https://www.instagram.com/eassoc.uos,
Dermatology Society,dermsoc.sheffield@gmail.com,https://twitter.com/sheffunidermsoc,https://www.facebook.com/DermsocSheffield,,
Drag Society,dragsoc@sheffield.ac.uk,,https://www.facebook.com/uosdragsoc,https://www.instagram.com/uosdragsoc,
Digital Demonstration Society,digitalsocieties@sheffield.ac.uk,https://twitter.com/SheffieldSU,https://www.facebook.com/sheffieldstudentsunion,https://www.instagram.com/sheffieldsu,https://youtube.com/user/sheffieldunion
DJ Society,djsoc@sheffield.ac.uk,,https://www.facebook.com/sheffdjsoc/,https://www.instagram.com/uos_djsociety,
Deutscher Verein Society,deutsch@sheffield.ac.uk,,https://www.facebook.com/DeutscherVereinSheffields,https://www.instagram.com/deutschervereinsheff,
Darts Society,darts-soc@sheffield.ac,https://twitter.com/UosDarts,https://www.facebook.com/SheffieldUniDarts,,
Dental Students' Society,sudss@sheffield.ac.uk,https://twitter.com/sudssweb,https://www.facebook.com/sudssweb/,https://www.instagram.com/instasudss,https://youtube.com/user/SudssWeb
Dental Research Society,dsrs@sheffield.ac.uk,,,,
Croquet Society,croquet@sheffield.ac.uk,,https://www.facebook.com/groups/961777110549969/,,
Criminology Society,crimsoc@sheffield.ac.uk,,https://www.facebook.com/UniversityOfSheffieldCrimSoc/,,
Craft Club Society,craftclub@sheffield.ac.uk,,https://www.facebook.com/facebook.com/sheffcraftclub,https://www.instagram.com/sheffcraftclub,
Cosplay Society,cossoc@sheffield.ac.uk,,https://www.facebook.com/shefcossoc/,,
Coppafeel! Society,coppafeel@sheffield.ac.uk,https://twitter.com/ubtsheffield,https://www.facebook.com/CoppafeelSocietyUoS,https://www.instagram.com/shefuniboobteam,
Conservative Future Society,,,,,
Computer Science Society,compsci.soc@sheffield.ac.uk,https://twitter.com/shefcompsoc,https://www.facebook.com/shefcompsoc,https://www.instagram.com/shefcompsoc,
Dance Society,sheffielddancesociety@gmail.com,https://twitter.com/UoS_dancesoc,https://www.facebook.com/sheffielddancesociety,https://www.instagram.com/sheffield_dance_soc,https://youtube.com/user/UCzSDVSQ2HKNGfOHaay_4_eA
Computer Gaming Society,slugs@sheffield.ac.uk,https://twitter.com/slugsoc,https://www.facebook.com/SLUGSoc,https://www.instagram.com/slugsoc,https://youtube.com/user/slugsoc
Comic Book Society,Comicbooksoc@sheffield.ac.uk,,https://www.facebook.com/groups/123012771083930/,,
Comedy Improvisation Society,shrimpsimprov@sheffield.ac.uk,,https://www.facebook.com/https://www.facebook.com/groups/380908471931234,,https://youtube.com/user/theshrimps
Christian Orthodox Society,cos@sheffield.ac.uk,,https://www.facebook.com/groups/163643731891/,,
Christian Medical Fellowship Society,Nu4cmf@sheffield.ac.uk,,https://www.facebook.com/groups/1890088157949139/,,
Comedy Revue Society,Sucre@sheffield.ac.uk,https://twitter.com/sheffieldrevue,https://www.facebook.com/thesheffieldrevue,,https://youtube.com/user/ShefUniRevue
Civil Engineering Society,civengsoc@Sheffield.ac.uk,https://twitter.com/CivSocSheffield,https://www.facebook.com/TheUniveristyOfSheffieldCivSoc,https://www.instagram.com/civsocsheffield,
Christian Union Society,christian-union@sheffield.ac.uk,,https://www.facebook.com/ShefUniCU,https://www.instagram.com/shefunicu,
Chinese Students' and Scholars' Association Societ,CSSA@sheffield.ac.uk,,https://www.facebook.com/sheffieldcssa/,,
Chinese Society,chi.soc@sheffield.ac.uk,,https://www.facebook.com/chisocuos/,,
"Chinese Classical Dance, Performing Arts and Wellb",cdpaws@sheffield.ac.uk,,https://www.facebook.com/WanlinDanceSchool/,https://www.instagram.com/wanlindanceacademy,https://youtube.com/user/WanlinDanceSchool
Ceilidh Society,ceilidh.soc@sheffield.ac.uk,https://twitter.com/ceilidhsoc,https://www.facebook.com/ceilidhsoc/,,
Chess Society,chess@sheffield.ac.uk,,https://www.facebook.com/groups/153844994635586/,,
Chemistry Society,chemsoc@sheffield.ac.uk,https://twitter.com/UOSChemSoc,https://www.facebook.com/sheffieldchemsoc/,https://www.instagram.com/uoschemsoc,
Chemical Engineering Society,chemeng.soc@sheffield.ac.uk,,https://www.facebook.com/sheffchemeng,https://www.instagram.com/sheffchemeng,
Chamber Choir Society,chamberchoir@sheffield.ac.uk,https://twitter.com/uoschamberchoir,https://www.facebook.com/uoschamberchoir/,https://www.instagram.com/uos_chamberchoir,
Catholic Chaplaincy Fellowship Society,,,,,
Cardio Society,cardiosoc@sheffield.ac.uk,,https://www.facebook.com/SheffieldCardioSoc,https://www.instagram.com/Sheffieldcardiosoc,
Card Gaming Society,cardgaming@sheffield.ac.uk,https://twitter.com/CardGamesSoc,https://www.facebook.com/SheffieldCardGamesSociety,,
Capoeira Society,capoeira@sheffield.ac.uk,,https://www.facebook.com/sheffieldcapoeira,,
Carbon Neutral Society,cnu@sheffield.ac.uk,,https://www.facebook.com/carbonneutralunishef,https://www.instagram.com/carbonneutralsociety,
Brunei Society,brunei@sheffield.ac.uk,,,https://www.instagram.com/brusheff,
Bulgarian Society,bulgariansociety@sheffield.ac.uk,,,,
Buddhist Society,buddhist.society@sheffield.ac.uk,,https://www.facebook.com/SheffieldBuddhistSociety,,
Burlesque Society,burlesque@sheffield.ac.uk,,https://www.facebook.com/burlesquesheff,https://www.instagram.com/steelcitysirens,https://youtube.com/user//channel/UCeYNrIE1wLefj9rtEZmAUOQ
Brass Band Society,brassband@sheffield.ac.uk,https://twitter.com/USBBShef,https://www.facebook.com/UoSBB,https://www.instagram.com/usbbsheff,
British Asian Society,britishasian@sheffield.ac.uk,,https://www.facebook.com/sheffieldBAS,https://www.instagram.com/britasiasheffield,
Book Society,booksoc@sheffield.ac.uk,,https://www.facebook.com/UniversityofSheffieldBookSociety,,
Board Games Society,boardsoc@sheffield.ac.uk,,https://www.facebook.com/UoSBGS,https://www.instagram.com/boardsocuos,
Bionics Society,bionics@sheffield.ac.uk,,https://www.facebook.com/sheffieldbionicssociety,,
Arab Society,arabsoc@sheffield.ac.uk,https://twitter.com/UoSArabSoc,https://www.facebook.com/UoSArabSoc/,https://www.instagram.com/uosarabsoc,
Biomedical Science Society,bmssoc@sheffield.ac.uk,https://twitter.com/BMSSOC,https://www.facebook.com/bmssoc,https://www.instagram.com/bmssoc,
Biomedical PhD Society,,,,,
Biology Society,biology.society@sheffield.ac.uk,,https://www.facebook.com/sheffieldbiosoc,,
Bioengineering Society,bioeng.soc@sheffield.ac.uk,,https://www.facebook.com/groups/BioengineeringSoc,https://www.instagram.com/uosbioengsoc,
Anime Society,ainme@sheffield.ac.uk,https://twitter.com/SheffSocAnime,https://www.facebook.com/groups/262870563747482/,,
Animal Appreciation Society,animalappreciation@sheffield.ac.uk,,https://www.facebook.com/reurl.cc/k0x8n,https://www.instagram.com/animalsoc,
Anatomy Society,anatomysociety@sheffield.ac.uk,,https://www.facebook.com/sheffieldanatomysociety,https://www.instagram.com/sheffield_anatomysoc,
Anaesthesia Society,ansoc@sheffield.ac.uk,https://twitter.com/ShefAnCritCare,https://www.facebook.com/ShefAnCritCare,,
Airsoft Society,airsoft@sheffield.ac.uk,,,,
Amnesty International Society,amnesty.international@sheffield.ac.uk,,https://www.facebook.com/SheffieldUniversityAmnestyInternational,https://www.instagram.com/uosamnesty,
Alternative Economics Society,alt.think.econ@sheffield.ac.uk,https://twitter.com/alteconsheff,https://www.facebook.com/AltEconSheff,,
Allotment Society,allotmentsoc@sheffield.ac.uk,,,,
Ahmadiyya Society,activities@sheffield.ac.uk,,,,
Ahlulbayt Society,absoc@sheffield.ac.uk,https://twitter.com/Sheffield_ABSoc,https://www.facebook.com/SheffieldABSoc,https://www.instagram.com/sheffieldabsoc,
Afrodance Society,Afrodancesoc@sheffield.ac.uk,https://twitter.com/afrodancesoc,https://www.facebook.com/Afrodancesoc/,https://www.instagram.com/afrodancesoc,
African Christian Society,africanchristian@sheffield.ac.uk,,,,
African Caribbean Society,africarr@sheffield.ac.uk,https://twitter.com/acssheffield,https://www.facebook.com/sheffield.acs,https://www.instagram.com/acssheffield,https://youtube.com/user/UCxvrs-kbcZcdxntPyj3ipyw
Aerospace Engineering Rugby Club,sheffieldengineers@gmail.com,https://twitter.com/twitter.com/sheffengrfc,https://www.facebook.com/facebook.com/SheffEngRFC,https://www.instagram.com/instagram.com/sheffengrfc,
Acute Care and Trauma Society,actsoc@sheffield.ac.uk,,,,
AEGEE Society,aegee@sheffield.ac.uk,,https://www.facebook.com/AEGEE-Sheffield,https://www.instagram.com/aegee_sheffield,
Aerospace Engineering Society,aerospace.society@sheffield.ac.uk,https://twitter.com/SheffUniAeroSoc,https://www.facebook.com/uosaerosoc/,https://www.instagram.com/sheffieldaerosoc,
